f0_mean,f1_mean,f2_mean,mfc0_mean,mfc1_mean,mfc2_mean,mfc3_mean,mfc4_mean,mfc5_mean,mfc6_mean,mfc7_mean,mfc8_mean,mfc9_mean,mfc10_mean,mfc11_mean,f0_std,f1_std,f2_std,mfc0_std,mfc1_std,mfc2_std,mfc3_std,mfc4_std,mfc5_std,mfc6_std,mfc7_std,mfc8_std,mfc9_std,mfc10_std,mfc11_std,f0_max,f1_max,f2_max,mfc0_max,mfc1_max,mfc2_max,mfc3_max,mfc4_max,mfc5_max,mfc6_max,mfc7_max,mfc8_max,mfc9_max,mfc10_max,mfc11_max,f0_median,f1_median,f2_median,mfc0_median,mfc1_median,mfc2_median,mfc3_median,mfc4_median,mfc5_median,mfc6_median,mfc7_median,mfc8_median,mfc9_median,mfc10_median,mfc11_median,f0_min,f1_min,f2_min,mfc0_min,mfc1_min,mfc2_min,mfc3_min,mfc4_min,mfc5_min,mfc6_min,mfc7_min,mfc8_min,mfc9_min,mfc10_min,mfc11_min,class
371.27195897931045,682.2338998765516,1753.1951601034486,336.64793534613773,-66.64318400699314,9.206911916000001,-4.406489529586197,-85.89743920222062,-15.50454668784897,-4.728252167634486,-90.64597022773793,-14.701641024799997,-10.904642615805525,1.0051497948620665,20.266705662841364,7.580496163571984,166.49662965620436,394.4155603819033,210.4250348883649,44.34472574538632,31.51068079548526,41.193585482109725,47.24266775765424,27.456804251663076,14.364448058108671,48.37816003571846,20.957525255572023,20.762677718700555,19.186298270863627,18.931497487005107,413.422261,1184.98294,2441.635,504.700497,36.7666112,91.2858641,113.289816,9.80201597,57.343393000000006,29.9261568,26.530906,36.0785436,34.369415000000004,46.5361458,65.7657897,369.029832,678.391012,1863.10213,455.033537,-78.13305090000001,2.1081508,-14.8440233,-104.245017,-19.2157723,-6.274586900000001,-113.619209,-18.942375,-9.70305918,1.55359297,21.1124906,348.236951,81.16508309999998,646.417156,-148.590263,-159.62938,-48.8004686,-61.76672370000001,-149.604095,-72.32189100000002,-40.91113729999999,-159.25330300000005,-59.25983100000001,-63.8188777,-51.59077420000001,-22.3862516,neutral
254.58800193006994,950.3863627832164,1769.7925648951045,435.8784796503495,-223.22838974475542,-111.29762011849648,-40.69150954258739,-140.94042046153848,11.722911817076922,28.74370179526574,-95.95110884958046,-34.95049306760139,8.41254086926574,-49.49216986268532,-29.712539655727273,67.06506914451784,169.2169890725634,273.8406466162231,39.96025379021027,88.86819904437398,40.29542246725003,56.426322724666335,40.142330729032615,37.5766294612023,50.58157886859781,46.93232683990346,25.687025788994003,24.96237280304598,30.028457760284695,26.463134406891047,490.24702300000007,1198.17164,2227.42941,511.592605,-51.1369967,0.909228755,81.9259888,-33.6097054,107.329755,115.620365,3.00848247,17.155109200000002,77.1246434,14.3987405,48.0687112,231.80773,997.882911,1746.10665,438.912296,-206.87073,-115.869086,-38.8407565,-143.86536,9.1819575,21.6199342,-101.979217,-35.0186739,7.68796648,-47.25933920000001,-32.345408899999995,138.066746,537.379881,1369.46052,281.418109,-416.71001,-203.975224,-188.98155,-228.798352,-84.6491868,-87.798236,-192.751073,-87.3263309,-56.5677904,-114.577876,-74.5449947,neutral
304.97549486014,953.1661273356644,1909.3914646503497,484.3400094685315,-277.2904611216783,-112.87443523895108,50.6490944974825,-130.0068294454545,-60.37247628895106,41.413025941286705,-57.27877230454548,-40.8754449831112,38.561228709580405,-47.465109348391614,-82.07070744440564,43.62458637160881,124.42193943713492,325.62493830223013,63.413128580374185,95.40226621771201,45.64262517423091,30.693022289664448,29.728024617713448,30.716869686764017,26.92343578998836,28.321379558722324,28.19325693226489,21.022252909887804,28.56819459212876,39.4502054228038,378.857469,1195.46546,2425.23044,574.1544809999998,-33.1526836,16.871134,125.877921,-46.8708464,18.9643318,105.147262,17.1517374,33.5320886,96.7321177,25.7947592,15.8672149,311.617914,978.933035,1970.30697,505.17266100000006,-302.833805,-125.869942,49.0805225,-132.238384,-62.00134960000001,37.3987969,-57.55293470000001,-40.64809879999999,38.4383735,-47.5459399,-84.2817796,158.040828,231.639506,944.039984,280.366561,-415.273437,-178.774932,-11.5856393,-203.383251,-131.37346599999998,-29.6783655,-148.772891,-99.4942141,-13.6157834,-102.679461,-162.524351,neutral
304.253201351724,1299.5358464620672,1886.109116206897,456.27338834482754,-383.48005559999996,-155.57202115103448,6.475727508365516,-94.25553855724138,16.96549281024828,32.087289918468976,-71.3123013393104,-25.442715565724136,-3.3111537437310354,-78.04142684572417,-24.976104128675846,31.96976018689628,65.18915271082848,242.20478049855015,42.55531533202286,52.935245034003444,21.93298590642982,22.0228127848495,25.50409202954698,22.432893299239584,20.858449630175596,19.88152104233698,24.564433639692727,22.455394057853113,22.825941188708256,19.468085842270806,358.91537,1316.60025,2486.24755,587.034721,-167.083202,-84.2259158,55.44710500000001,34.384365700000004,72.23647070000001,75.7772746,-14.6553376,38.479972,52.70440279999999,13.8118366,18.1572041,311.808727,1316.60025,1879.18982,445.618178,-397.803058,-161.295102,7.49343341,-98.5693347,17.0652122,32.7730894,-70.2470625,-27.4848251,-3.71317682,-78.3020929,-25.6863168,256.95662000000004,847.076707,1384.87612,307.701906,-451.117139,-190.916164,-50.94786420000001,-130.413328,-50.6049714,-27.6089478,-124.869246,-86.596855,-46.3171929,-129.569535,-79.4836694,neutral
280.48985770344825,634.8860433517243,1672.7999852413789,463.6120765793103,-138.93666860344825,-15.542711447965525,-4.677180022064137,-116.46474957448272,-23.257467089241377,-45.394059008199996,-80.6795510724138,-37.081968157441395,-31.16012422964897,0.31936104845517244,44.75050558165585,56.869521292218664,80.09248590691637,110.97624184899679,78.81843479741995,46.26891915582826,39.491376220684764,39.11597335388844,23.825950784409827,35.82990516713655,29.018935051084778,17.639008139889775,33.35871529507984,19.790654952801987,22.30194589668614,15.048217707157956,382.978578,1051.9754300000004,2175.2703300000007,565.1132650000002,35.72991270000001,86.3463386,80.9251231,-43.8026376,73.4794102,17.959755899999994,-35.2498744,39.2679582,13.8582231,56.2104697,83.35331529999998,300.569184,617.790641,1656.40842,494.484459,-141.660103,-20.4386031,-12.1992459,-120.04359,-28.4384389,-47.72434129999999,-80.02517009999998,-41.6770122,-31.2334915,0.568750333,43.79269,148.427403,474.439247,1511.76917,268.836978,-230.92419,-106.600862,-73.19788879999999,-159.41738999999995,-107.020038,-124.017354,-128.401449,-126.735488,-96.5540941,-44.6091174,-0.762572145,neutral
324.98273615172417,1140.7667997310336,1664.4849882758617,449.93368746206863,-268.9057386068964,-136.04695548668968,-8.000245609944821,-98.87361093731035,21.64814402606207,49.536895074248285,-57.33601016068965,-9.71325630022069,28.182691698053095,-57.48122198213795,-54.15570265593107,49.04083821475367,136.61753979458663,342.39909793319583,37.76319171757343,63.973455217166574,60.105008048074794,44.886175472229276,47.813600031080654,31.69069415451778,30.338486262184546,29.147845296221263,24.487676135517344,26.459974403344496,21.65113415386138,31.398280317492915,433.46652300000005,1224.28197,2291.28371,512.746722,-134.03747099999998,-1.81851496,81.8180946,34.5684977,84.79307359999999,127.93903,-7.8337556,51.8822152,99.2478721,-8.99977891,20.9189012,328.441884,1224.28197,1640.3702,453.809717,-276.411356,-135.452352,-13.9695151,-109.46242,20.2141997,52.731964100000006,-51.3524222,-7.80982405,28.8491648,-57.55155010000001,-54.3342534,161.471566,559.541945,1147.95231,343.954962,-383.083359,-231.249377,-110.215189,-180.637827,-55.7593931,-22.552792,-129.97499399999998,-104.639687,-29.6128183,-125.92632,-141.685696,neutral
506.92907140000005,926.5363545172412,1528.0455015862065,341.9488467034484,-184.28295016379315,-49.994890011310346,-10.668228672137932,-134.4922658241379,1.4814136335172403,54.41988526873245,-10.44564793375862,25.758687677586227,7.860441679889648,-61.206501255827604,-34.825680796641386,90.10030172025427,280.16723484699736,430.41175913618264,77.16110245534985,82.20580441388971,40.06878020523124,45.07033110727175,35.86285474461278,46.09623620282637,52.398627881417255,51.578520051323274,57.24739869653135,40.27233366647426,34.28297998480716,32.26876060595736,605.326921,1197.15173,2361.357,493.563084,-2.61143015,50.2731792,74.2337389,-66.0726126,76.88009509999998,154.184231,93.0217386,126.16554,122.695615,5.97966026,34.2429773,539.5097059999998,1057.97024,1381.01707,315.5315490000001,-200.595543,-60.3986209,-1.91673154,-128.488462,10.1890444,68.9290297,0.477801039,38.60883079999999,6.38067827,-64.2871078,-30.536748600000006,323.914052,134.441761,690.294576,136.20275,-316.438447,-120.303607,-100.305535,-233.773312,-98.4107134,-42.9284712,-99.0056632,-79.03338079999997,-68.9351559,-124.54121200000002,-105.378539,neutral
250.73515644137927,858.0779640344825,1746.17354813793,466.1014053724139,-216.0912367036138,-87.54461538041382,-25.052985222468973,-149.31658319586205,-1.6061129446965499,23.42229790896207,-101.46403898055175,-47.023021306786205,10.591783628691038,-48.19365146013797,-32.5641333926138,63.43118317303445,210.1242398159345,292.9130806695018,47.74041354233852,106.96572395006065,43.531223041788614,46.739061409422966,39.28046667141287,31.882333204727104,50.60739179268857,43.51935099873487,28.33944827525905,25.254922152286785,31.702943859866167,21.799786944514008,491.47608,1199.84083,2225.60052,549.222178,5.73965455,-1.93302975,86.1928128,-50.482068,69.494398,114.538206,7.86354581,18.721969,82.3148497,16.8242921,21.8987333,237.751694,939.043084,1740.05352,481.29541,-199.689156,-92.9506944,-21.341619100000006,-149.789649,-1.45568586,14.64791,-103.715191,-46.1381067,8.11266938,-43.87400750000001,-31.6889457,137.253121,470.05272300000007,1339.01685,252.16722,-407.76013,-173.33778700000005,-123.693241,-220.604586,-76.4316242,-82.9307345,-191.165285,-118.133157,-51.0035206,-114.377156,-84.8052571,neutral
314.4452801586211,932.481988565517,2019.237861172413,490.94618655862075,-295.5685403586208,-137.5575923055173,29.87658704898621,-133.18242609931036,-74.22190927771035,28.216003851984475,-44.77019369843449,-48.09872558241381,46.82856435786206,-3.215582383243451,-82.0351867082069,19.07459647795691,88.64592516545433,182.20833757348453,77.52382551885871,65.67688230394984,30.682946574862275,33.19492191162362,25.643337885093914,35.05246227234459,25.90465674731203,33.226565429794455,26.391061691542625,21.3928683114182,31.549173248217038,23.55102823178739,340.445764,1131.44436,2391.96665,601.181862,-83.2841064,-39.1619886,110.277389,-52.8580955,15.5265193,99.0245107,36.4204015,14.806793099999998,103.918684,59.8286998,-9.23695399,314.590212,942.277176,2026.90519,517.4981809999998,-311.4209029999999,-139.427064,27.528427500000006,-135.44085,-78.1721385,27.4423792,-37.3447891,-52.9811985,45.85927879999999,-5.5502418,-81.16076640000001,270.777304,698.432181,1344.75266,189.287454,-424.822217,-209.293276,-40.0970103,-184.232572,-139.547561,-25.4089564,-123.502059,-109.385272,-13.6020951,-72.7770708,-153.11764,neutral
68.08089973379309,1204.9607513241376,1730.7044992413794,458.2785880965516,-278.35402560827595,-96.17279348365516,61.89721753266206,-98.9903597841379,9.535852351574484,33.18290183122758,-95.38720176551729,-24.500462787033097,2.448041650034482,-62.990248145517214,-4.7382496840068935,165.80422528668143,281.8663275293325,325.14303913493296,65.14987363035425,67.36530558343426,38.896064761089285,31.337636932380146,24.38510054358189,18.815358530189176,15.164308444234402,20.263243412807007,19.164538389319056,16.53984215287244,15.995230592161924,19.01894151603413,718.2995559999998,1370.93784,2496.13121,561.447913,-86.3408187,4.44238237,147.489069,-25.5597598,63.2637682,75.380187,-43.51194,21.0664369,42.5849123,-8.38651014,48.4454873,0.0,1370.93784,1644.4556300000004,479.253129,-295.926039,-101.396156,56.5312796,-103.954006,10.310998,34.133218,-95.9166298,-24.9065391,0.397501924,-63.0157789,-3.86453154,0.0,359.672744,1216.52995,238.883257,-373.865714,-178.473638,-0.234622714,-137.613885,-41.6517508,-1.70007483,-152.505861,-70.39768459999998,-33.167478499999994,-104.451545,-58.6491858,neutral
